company,statement,item,period,value
GARANTI,balance,"NAKİT, NAKİT BENZERLERİ ve MERKEZ BANKASI",2026/06,1142201
GARANTI,balance,"NAKİT, NAKİT BENZERLERİ ve MERKEZ BANKASI",2025/12,903086
GARANTI,balance,GERÇEĞE UYGUN DEĞER FARKI KAR/ZARARA YANSITILAN FİNANSAL VARLIKLAR (Net),2026/06,0
GARANTI,balance,GERÇEĞE UYGUN DEĞER FARKI KAR/ZARARA YANSITILAN FİNANSAL VARLIKLAR (Net),2025/12,50
GARANTI,balance,TÜREV FİNANSAL VARLIKLAR,2026/06,0
GARANTI,balance,TÜREV FİNANSAL VARLIKLAR,2025/12,0
GARANTI,balance,GERÇEĞE UYGUN DEĞER FARKI DİĞER KAPSAMLI GELİRE YANSITILAN FİNANSAL VARLIKLAR (Net),2026/06,0
GARANTI,balance,GERÇEĞE UYGUN DEĞER FARKI DİĞER KAPSAMLI GELİRE YANSITILAN FİNANSAL VARLIKLAR (Net),2025/12,0
GARANTI,balance,İTFA EDİLMİŞ MALİYETİ İLE ÖLÇÜLEN FİNANSAL VARLIKLAR (Net),2026/06,44070846
GARANTI,balance,İTFA EDİLMİŞ MALİYETİ İLE ÖLÇÜLEN FİNANSAL VARLIKLAR (Net),2025/12,32222980
GARANTI,balance,Faktoring Alacakları,2026/06,44024660
GARANTI,balance,Faktoring Alacakları,2025/12,32174509
GARANTI,balance,İskontolu Faktoring Alacakları (Net),2026/06,32802337
GARANTI,balance,İskontolu Faktoring Alacakları (Net),2025/12,24346997
GARANTI,balance,Diğer Faktoring Alacakları,2026/06,11222323
GARANTI,balance,Diğer Faktoring Alacakları,2025/12,7827512
GARANTI,balance,Tasarruf Finansman Alacakları,2026/06,0
GARANTI,balance,Tasarruf Finansman Alacakları,2025/12,0
GARANTI,balance,Tasarruf Fon Havuzundan,2026/06,0
GARANTI,balance,Tasarruf Fon Havuzundan,2025/12,0
GARANTI,balance,Özkaynaklardan,2026/06,0
GARANTI,balance,Özkaynaklardan,2025/12,0
GARANTI,balance,Finansman Kredileri,2026/06,0
GARANTI,balance,Finansman Kredileri,2025/12,0
GARANTI,balance,Tüketici Kredileri,2026/06,0
GARANTI,balance,Tüketici Kredileri,2025/12,0
GARANTI,balance,Kredi Kartları,2026/06,0
GARANTI,balance,Kredi Kartları,2025/12,0
GARANTI,balance,Taksitli Ticari Krediler,2026/06,0
GARANTI,balance,Taksitli Ticari Krediler,2025/12,0
GARANTI,balance,Kiralama İşlemleri (Net),2026/06,0
GARANTI,balance,Kiralama İşlemleri (Net),2025/12,0
GARANTI,balance,Finansal Kiralama Alacakları,2026/06,0
GARANTI,balance,Finansal Kiralama Alacakları,2025/12,0
GARANTI,balance,Faaliyet Kiralaması Alacakları,2026/06,0
GARANTI,balance,Faaliyet Kiralaması Alacakları,2025/12,0
GARANTI,balance,Kazanılmamış Gelirler (-),2026/06,-0
GARANTI,balance,Kazanılmamış Gelirler (-),2025/12,-0
GARANTI,balance,İtfa Edilmiş Maliyeti ile Ölçülen Diğer Finansal Varlıklar,2026/06,0
GARANTI,balance,İtfa Edilmiş Maliyeti ile Ölçülen Diğer Finansal Varlıklar,2025/12,0
GARANTI,balance,Takipteki Alacaklar,2026/06,538602
GARANTI,balance,Takipteki Alacaklar,2025/12,425853
GARANTI,balance,Beklenen Zarar Karşılıkları / Özel Karşılıklar (-),2026/06,-492416
GARANTI,balance,Beklenen Zarar Karşılıkları / Özel Karşılıklar (-),2025/12,-377382
GARANTI,balance,ORTAKLIK YATIRIMLARI,2026/06,0
GARANTI,balance,ORTAKLIK YATIRIMLARI,2025/12,0
GARANTI,balance,İştirakler (Net),2026/06,0
GARANTI,balance,İştirakler (Net),2025/12,0
GARANTI,balance,Bağlı Ortaklıklar (Net),2026/06,0
GARANTI,balance,Bağlı Ortaklıklar (Net),2025/12,0
GARANTI,balance,Birlikte Kontrol Edilen Ortaklıklar (İş Ortaklıkları) (Net),2026/06,0
GARANTI,balance,Birlikte Kontrol Edilen Ortaklıklar (İş Ortaklıkları) (Net),2025/12,0
GARANTI,balance,MADDİ DURAN VARLIKLAR (Net),2026/06,37339
GARANTI,balance,MADDİ DURAN VARLIKLAR (Net),2025/12,37453
GARANTI,balance,MADDİ OLMAYAN DURAN VARLIKLAR (Net),2026/06,194907
GARANTI,balance,MADDİ OLMAYAN DURAN VARLIKLAR (Net),2025/12,152735
GARANTI,balance,YATIRIM AMAÇLI GAYRİMENKULLER (Net),2026/06,0
GARANTI,balance,YATIRIM AMAÇLI GAYRİMENKULLER (Net),2025/12,0
GARANTI,balance,CARİ DÖNEM VERGİ VARLIĞI,2026/06,0
GARANTI,balance,CARİ DÖNEM VERGİ VARLIĞI,2025/12,0
GARANTI,balance,ERTELENMİŞ VERGİ VARLIĞI,2026/06,69988
GARANTI,balance,ERTELENMİŞ VERGİ VARLIĞI,2025/12,73078
GARANTI,balance,DİĞER AKTİFLER,2026/06,230904
GARANTI,balance,DİĞER AKTİFLER,2025/12,146499
GARANTI,balance,ARA TOPLAM,2026/06,45746185
GARANTI,balance,ARA TOPLAM,2025/12,33535881
GARANTI,balance,SATIŞ AMAÇLI ELDE TUTULAN VE DURDURULAN FAALİYETLERE İLİŞKİN VARLIKLAR (Net),2026/06,0
GARANTI,balance,SATIŞ AMAÇLI ELDE TUTULAN VE DURDURULAN FAALİYETLERE İLİŞKİN VARLIKLAR (Net),2025/12,0
GARANTI,balance,Satış Amaçlı,2026/06,0
GARANTI,balance,Satış Amaçlı,2025/12,0
GARANTI,balance,Durdurulan Faaliyetlere İlişkin,2026/06,0
GARANTI,balance,Durdurulan Faaliyetlere İlişkin,2025/12,0
GARANTI,balance,VARLIKLAR TOPLAMI,2026/06,45746185
GARANTI,balance,VARLIKLAR TOPLAMI,2025/12,33535881
GARANTI,balance,ALINAN KREDİLER,2026/06,37289835
GARANTI,balance,ALINAN KREDİLER,2025/12,27623560
GARANTI,balance,FAKTORİNG BORÇLARI,2026/06,94062
GARANTI,balance,FAKTORİNG BORÇLARI,2025/12,39165
GARANTI,balance,TASARRUF FON HAVUZUNDAN BORÇLAR,2026/06,0
GARANTI,balance,TASARRUF FON HAVUZUNDAN BORÇLAR,2025/12,0
GARANTI,balance,KİRALAMA İŞLEMLERİNDEN BORÇLAR,2026/06,36982
GARANTI,balance,KİRALAMA İŞLEMLERİNDEN BORÇLAR,2025/12,34429
GARANTI,balance,İHRAÇ EDİLEN MENKUL KIYMETLER (Net),2026/06,979371
GARANTI,balance,İHRAÇ EDİLEN MENKUL KIYMETLER (Net),2025/12,0
GARANTI,balance,GERÇEĞE UYGUN DEĞER FARKI KAR ZARARA YANSITILAN FİNANSAL YÜKÜMLÜLÜKLER,2026/06,0
GARANTI,balance,GERÇEĞE UYGUN DEĞER FARKI KAR ZARARA YANSITILAN FİNANSAL YÜKÜMLÜLÜKLER,2025/12,0
GARANTI,balance,TÜREV FİNANSAL YÜKÜMLÜLÜKLER,2026/06,0
GARANTI,balance,TÜREV FİNANSAL YÜKÜMLÜLÜKLER,2025/12,0
GARANTI,balance,KARŞILIKLAR,2026/06,128491
GARANTI,balance,KARŞILIKLAR,2025/12,191846
GARANTI,balance,Yeniden Yapılanma Karşılığı,2026/06,0
GARANTI,balance,Yeniden Yapılanma Karşılığı,2025/12,0
GARANTI,balance,Çalışan Hakları Yükümlülüğü Karşılığı,2026/06,97771
GARANTI,balance,Çalışan Hakları Yükümlülüğü Karşılığı,2025/12,110385
GARANTI,balance,Genel Karşılıklar,2026/06,0
GARANTI,balance,Genel Karşılıklar,2025/12,0
GARANTI,balance,Diğer Karşılıklar,2026/06,30720
GARANTI,balance,Diğer Karşılıklar,2025/12,81461
GARANTI,balance,CARİ VERGİ BORCU,2026/06,305861
GARANTI,balance,CARİ VERGİ BORCU,2025/12,232950
GARANTI,balance,ERTELENMİŞ VERGİ BORCU,2026/06,0
GARANTI,balance,ERTELENMİŞ VERGİ BORCU,2025/12,0
GARANTI,balance,SERMAYE BENZERİ BORÇLANMA ARAÇLARI,2026/06,0
GARANTI,balance,SERMAYE BENZERİ BORÇLANMA ARAÇLARI,2025/12,0
GARANTI,balance,DİĞER YÜKÜMLÜLÜKLER,2026/06,153079
GARANTI,balance,DİĞER YÜKÜMLÜLÜKLER,2025/12,110611
GARANTI,balance,ARA TOPLAM,2026/06,38987681
GARANTI,balance,ARA TOPLAM,2025/12,28232561
GARANTI,balance,SATIŞ AMAÇLI ELDE TUTULAN VE DURDURULAN FAALİYETLERE İLİŞKİN DURAN VARLIK BORÇLARI (Net),2026/06,0
GARANTI,balance,SATIŞ AMAÇLI ELDE TUTULAN VE DURDURULAN FAALİYETLERE İLİŞKİN DURAN VARLIK BORÇLARI (Net),2025/12,0
GARANTI,balance,Satış Amaçlı,2026/06,0
GARANTI,balance,Satış Amaçlı,2025/12,0
GARANTI,balance,Durdurulan Faaliyetlere İlişkin,2026/06,0
GARANTI,balance,Durdurulan Faaliyetlere İlişkin,2025/12,0
GARANTI,balance,ÖZKAYNAKLAR,2026/06,6758504
GARANTI,balance,ÖZKAYNAKLAR,2025/12,5303320
GARANTI,balance,Ödenmiş Sermaye,2026/06,397500
GARANTI,balance,Ödenmiş Sermaye,2025/12,397500
GARANTI,balance,Sermaye Yedekleri,2026/06,0
GARANTI,balance,Sermaye Yedekleri,2025/12,0
GARANTI,balance,Hisse Senedi İhraç Primleri,2026/06,0
GARANTI,balance,Hisse Senedi İhraç Primleri,2025/12,0
GARANTI,balance,Hisse Senedi İptal Karları,2026/06,0
GARANTI,balance,Hisse Senedi İptal Karları,2025/12,0
GARANTI,balance,Diğer Sermaye Yedekleri,2026/06,0
GARANTI,balance,Diğer Sermaye Yedekleri,2025/12,0
GARANTI,balance,Kar veya Zararda Yeniden Sınıflandırılmayacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler,2026/06,-7365
GARANTI,balance,Kar veya Zararda Yeniden Sınıflandırılmayacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler,2025/12,-7365
GARANTI,balance,Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler,2026/06,0
GARANTI,balance,Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler,2025/12,0
GARANTI,balance,Kar Yedekleri,2026/06,4913185
GARANTI,balance,Kar Yedekleri,2025/12,2783110
GARANTI,balance,Yasal Yedekler,2026/06,79500
GARANTI,balance,Yasal Yedekler,2025/12,79500
GARANTI,balance,Statü Yedekleri,2026/06,0
GARANTI,balance,Statü Yedekleri,2025/12,0
GARANTI,balance,Olağanüstü Yedekler,2026/06,4833685
GARANTI,balance,Olağanüstü Yedekler,2025/12,2703610
GARANTI,balance,Diğer Kar Yedekleri,2026/06,0
GARANTI,balance,Diğer Kar Yedekleri,2025/12,0
GARANTI,balance,Kar veya Zarar,2026/06,1455184
GARANTI,balance,Kar veya Zarar,2025/12,2130075
GARANTI,balance,Geçmiş Yıllar Kar veya Zararı,2026/06,0
GARANTI,balance,Geçmiş Yıllar Kar veya Zararı,2025/12,0
GARANTI,balance,Dönem Net Kâr veya Zararı,2026/06,1455184
GARANTI,balance,Dönem Net Kâr veya Zararı,2025/12,2130075
GARANTI,balance,Kontrol Gücü Olmayan Paylar,2026/06,0
GARANTI,balance,Kontrol Gücü Olmayan Paylar,2025/12,0
GARANTI,balance,YÜKÜMLÜLÜKLER TOPLAMI,2026/06,45746185
GARANTI,balance,YÜKÜMLÜLÜKLER TOPLAMI,2025/12,33535881
GARANTI,off_balance,RİSKİ ÜSTLENİLEN FAKTORİNG İŞLEMLERİ,2026/06,10049503
GARANTI,off_balance,RİSKİ ÜSTLENİLEN FAKTORİNG İŞLEMLERİ,2025/12,18455470
GARANTI,off_balance,RİSKİ ÜSTLENİLMEYEN FAKTORİNG İŞLEMLERİ,2026/06,12364721
GARANTI,off_balance,RİSKİ ÜSTLENİLMEYEN FAKTORİNG İŞLEMLERİ,2025/12,10504328
GARANTI,off_balance,TASARRUF FİNANSMAN SÖZLEŞMELERİ İŞLEMLERİ,2026/06,0
GARANTI,off_balance,TASARRUF FİNANSMAN SÖZLEŞMELERİ İŞLEMLERİ,2025/12,0
GARANTI,off_balance,ALINAN TEMİNATLAR,2026/06,359529656
GARANTI,off_balance,ALINAN TEMİNATLAR,2025/12,268278393
GARANTI,off_balance,VERİLEN TEMİNATLAR,2026/06,20700141
GARANTI,off_balance,VERİLEN TEMİNATLAR,2025/12,14260159
GARANTI,off_balance,TAAHHÜTLER,2026/06,0
GARANTI,off_balance,TAAHHÜTLER,2025/12,0
GARANTI,off_balance,Cayılamaz Taahhütler,2026/06,0
GARANTI,off_balance,Cayılamaz Taahhütler,2025/12,0
GARANTI,off_balance,Cayılabilir Taahhütler,2026/06,0
GARANTI,off_balance,Cayılabilir Taahhütler,2025/12,0
GARANTI,off_balance,Kiralama Taahhütleri,2026/06,0
GARANTI,off_balance,Kiralama Taahhütleri,2025/12,0
GARANTI,off_balance,Finansal Kiralama Taahhütleri,2026/06,0
GARANTI,off_balance,Finansal Kiralama Taahhütleri,2025/12,0
GARANTI,off_balance,Faaliyet Kiralama Taahhütleri,2026/06,0
GARANTI,off_balance,Faaliyet Kiralama Taahhütleri,2025/12,0
GARANTI,off_balance,Diğer Cayılabilir Taahhütler,2026/06,0
GARANTI,off_balance,Diğer Cayılabilir Taahhütler,2025/12,0
GARANTI,off_balance,TÜREV FİNANSAL ARAÇLAR,2026/06,0
GARANTI,off_balance,TÜREV FİNANSAL ARAÇLAR,2025/12,0
GARANTI,off_balance,Riskten Korunma Amaçlı Türev Finansal Araçlar,2026/06,0
GARANTI,off_balance,Riskten Korunma Amaçlı Türev Finansal Araçlar,2025/12,0
GARANTI,off_balance,Gerçeğe Uygun Değer Riskinden Korunma Amaçlı İşlemler,2026/06,0
GARANTI,off_balance,Gerçeğe Uygun Değer Riskinden Korunma Amaçlı İşlemler,2025/12,0
GARANTI,off_balance,Nakit Akış Riskinden Korunma Amaçlı İşlemler,2026/06,0
GARANTI,off_balance,Nakit Akış Riskinden Korunma Amaçlı İşlemler,2025/12,0
GARANTI,off_balance,Yurtdışındaki Net Yatırım Riskinden Korunma Amaçlı İşlemler,2026/06,0
GARANTI,off_balance,Yurtdışındaki Net Yatırım Riskinden Korunma Amaçlı İşlemler,2025/12,0
GARANTI,off_balance,Alım Satım Amaçlı İşlemler,2026/06,0
GARANTI,off_balance,Alım Satım Amaçlı İşlemler,2025/12,0
GARANTI,off_balance,Vadeli Alım Satım İşlemleri,2026/06,0
GARANTI,off_balance,Vadeli Alım Satım İşlemleri,2025/12,0
GARANTI,off_balance,Swap Alım Satım İşlemleri,2026/06,0
GARANTI,off_balance,Swap Alım Satım İşlemleri,2025/12,0
GARANTI,off_balance,Alım Satım Opsiyon İşlemleri,2026/06,0
GARANTI,off_balance,Alım Satım Opsiyon İşlemleri,2025/12,0
GARANTI,off_balance,Futures Alım Satım İşlemleri,2026/06,0
GARANTI,off_balance,Futures Alım Satım İşlemleri,2025/12,0
GARANTI,off_balance,Diğer,2026/06,0
GARANTI,off_balance,Diğer,2025/12,0
GARANTI,off_balance,EMANET KIYMETLER,2026/06,32771149
GARANTI,off_balance,EMANET KIYMETLER,2025/12,24057316
GARANTI,off_balance,NAZIM HESAPLAR TOPLAMI,2026/06,435415170
GARANTI,off_balance,NAZIM HESAPLAR TOPLAMI,2025/12,335555666
GARANTI,pnl,ESAS FAALİYET GELİRLERİ,2026/06,7609350
GARANTI,pnl,ESAS FAALİYET GELİRLERİ,2025/06,4042491
GARANTI,pnl,FAKTORİNG GELİRLERİ,2026/06,7609350
GARANTI,pnl,FAKTORİNG GELİRLERİ,2025/06,4042491
GARANTI,pnl,Faktoring Alacaklarından Alınan Faizler,2026/06,7493363
GARANTI,pnl,Faktoring Alacaklarından Alınan Faizler,2025/06,3980552
GARANTI,pnl,İskontolu,2026/06,5899882
GARANTI,pnl,İskontolu,2025/06,3167782
GARANTI,pnl,Diğer,2026/06,1593481
GARANTI,pnl,Diğer,2025/06,812770
GARANTI,pnl,Faktoring Alacaklarından Alınan Ücret ve Komisyonlar,2026/06,115987
GARANTI,pnl,Faktoring Alacaklarından Alınan Ücret ve Komisyonlar,2025/06,61939
GARANTI,pnl,İskontolu,2026/06,98610
GARANTI,pnl,İskontolu,2025/06,53004
GARANTI,pnl,Diğer,2026/06,17377
GARANTI,pnl,Diğer,2025/06,8935
GARANTI,pnl,FİNANSMAN KREDİLERİNDEN GELİRLER,2026/06,0
GARANTI,pnl,FİNANSMAN KREDİLERİNDEN GELİRLER,2025/06,0
GARANTI,pnl,Finansman Kredilerinden Alınan Faizler,2026/06,
GARANTI,pnl,Finansman Kredilerinden Alınan Faizler,2025/06,
GARANTI,pnl,Finansman Kredilerinden Alınan Ücret ve Komisyonlar,2026/06,
GARANTI,pnl,Finansman Kredilerinden Alınan Ücret ve Komisyonlar,2025/06,
GARANTI,pnl,KİRALAMA GELİRLERİ,2026/06,0
GARANTI,pnl,KİRALAMA GELİRLERİ,2025/06,0
GARANTI,pnl,Finansal Kiralama Gelirleri,2026/06,
GARANTI,pnl,Finansal Kiralama Gelirleri,2025/06,
GARANTI,pnl,Faaliyet Kiralaması Gelirleri,2026/06,
GARANTI,pnl,Faaliyet Kiralaması Gelirleri,2025/06,
GARANTI,pnl,Kiralama İşlemlerinden Alınan Ücret ve Komisyonlar,2026/06,
GARANTI,pnl,Kiralama İşlemlerinden Alınan Ücret ve Komisyonlar,2025/06,
GARANTI,pnl,TASARRUF FİNANSMAN GELİRLERİ,2026/06,0
GARANTI,pnl,TASARRUF FİNANSMAN GELİRLERİ,2025/06,0
GARANTI,pnl,Tasarruf Finansman Alacaklarından Alınan Kâr Payları,2026/06,
GARANTI,pnl,Tasarruf Finansman Alacaklarından Alınan Kâr Payları,2025/06,
GARANTI,pnl,Tasarruf Finansman Faaliyetlerinden Alınan Ücret ve Komisyonlar,2026/06,
GARANTI,pnl,Tasarruf Finansman Faaliyetlerinden Alınan Ücret ve Komisyonlar,2025/06,
GARANTI,pnl,FİNANSMAN GİDERLERİ (-),2026/06,-5245756
GARANTI,pnl,FİNANSMAN GİDERLERİ (-),2025/06,-2783846
GARANTI,pnl,Tasarruf Fon Havuzuna Verilen Kâr Payları,2026/06,0
GARANTI,pnl,Tasarruf Fon Havuzuna Verilen Kâr Payları,2025/06,0
GARANTI,pnl,Kullanılan Kredilere Verilen Faizler,2026/06,-5090728
GARANTI,pnl,Kullanılan Kredilere Verilen Faizler,2025/06,-2655993
GARANTI,pnl,Faktoring İşlemlerinden Borçlara Verilen Faizler,2026/06,0
GARANTI,pnl,Faktoring İşlemlerinden Borçlara Verilen Faizler,2025/06,0
GARANTI,pnl,Kiralama İşlemlerine İlişkin Faiz Giderleri,2026/06,-6774
GARANTI,pnl,Kiralama İşlemlerine İlişkin Faiz Giderleri,2025/06,-3440
GARANTI,pnl,İhraç Edilen Menkul Kıymetlere Verilen Faizler,2026/06,-92218
GARANTI,pnl,İhraç Edilen Menkul Kıymetlere Verilen Faizler,2025/06,-89230
GARANTI,pnl,Diğer Faiz Giderleri,2026/06,0
GARANTI,pnl,Diğer Faiz Giderleri,2025/06,0
GARANTI,pnl,Verilen Ücret ve Komisyonlar,2026/06,-56036
GARANTI,pnl,Verilen Ücret ve Komisyonlar,2025/06,-35183
GARANTI,pnl,BRÜT KAR (ZARAR),2026/06,2363594
GARANTI,pnl,BRÜT KAR (ZARAR),2025/06,1258645
GARANTI,pnl,ESAS FAALİYET GİDERLERİ (-),2026/06,-420908
GARANTI,pnl,ESAS FAALİYET GİDERLERİ (-),2025/06,-216421
GARANTI,pnl,Personel Giderleri,2026/06,-267725
GARANTI,pnl,Personel Giderleri,2025/06,-139158
GARANTI,pnl,Kıdem Tazminatı Karşılığı Gideri,2026/06,-7318
GARANTI,pnl,Kıdem Tazminatı Karşılığı Gideri,2025/06,-3131
GARANTI,pnl,Araştırma ve Geliştirme Giderleri,2026/06,0
GARANTI,pnl,Araştırma ve Geliştirme Giderleri,2025/06,0
GARANTI,pnl,Genel İşletme Giderleri,2026/06,-145865
GARANTI,pnl,Genel İşletme Giderleri,2025/06,-74132
GARANTI,pnl,Diğer,2026/06,0
GARANTI,pnl,Diğer,2025/06,0
GARANTI,pnl,BRÜT FAALİYET KARI (ZARARI),2026/06,1942686
GARANTI,pnl,BRÜT FAALİYET KARI (ZARARI),2025/06,1042224
GARANTI,pnl,DİĞER FAALİYET GELİRLERİ,2026/06,328464
GARANTI,pnl,DİĞER FAALİYET GELİRLERİ,2025/06,162155
GARANTI,pnl,Bankalardan Alınan Faizler,2026/06,162906
GARANTI,pnl,Bankalardan Alınan Faizler,2025/06,87846
GARANTI,pnl,Menkul Değerlerden Alınan Faizler,2026/06,0
GARANTI,pnl,Menkul Değerlerden Alınan Faizler,2025/06,0
GARANTI,pnl,Temettü Gelirleri,2026/06,0
GARANTI,pnl,Temettü Gelirleri,2025/06,0
GARANTI,pnl,Sermaye Piyasası İşlemleri Karı,2026/06,0
GARANTI,pnl,Sermaye Piyasası İşlemleri Karı,2025/06,0
GARANTI,pnl,Türev Finansal İşlemler Karı,2026/06,0
GARANTI,pnl,Türev Finansal İşlemler Karı,2025/06,0
GARANTI,pnl,Kambiyo İşlemleri Karı,2026/06,23926
GARANTI,pnl,Kambiyo İşlemleri Karı,2025/06,14315
GARANTI,pnl,Diğer,2026/06,141632
GARANTI,pnl,Diğer,2025/06,59994
GARANTI,pnl,KARŞILIK GİDERLERİ,2026/06,-202866
GARANTI,pnl,KARŞILIK GİDERLERİ,2025/06,-109641
GARANTI,pnl,Özel Karşılıklar,2026/06,0
GARANTI,pnl,Özel Karşılıklar,2025/06,0
GARANTI,pnl,Beklenen Zarar Karşılıkları,2026/06,-192415
GARANTI,pnl,Beklenen Zarar Karşılıkları,2025/06,-105949
GARANTI,pnl,Genel Karşılıklar,2026/06,0
GARANTI,pnl,Genel Karşılıklar,2025/06,0
GARANTI,pnl,Diğer,2026/06,-10451
GARANTI,pnl,Diğer,2025/06,-3692
GARANTI,pnl,DİĞER FAALİYET GİDERLERİ (-),2026/06,-7807
GARANTI,pnl,DİĞER FAALİYET GİDERLERİ (-),2025/06,-3911
GARANTI,pnl,Menkul Değerler Değer Düşüş Gideri,2026/06,0
GARANTI,pnl,Menkul Değerler Değer Düşüş Gideri,2025/06,0
GARANTI,pnl,Duran Varlıklar Değer Düşüş Giderleri,2026/06,0
GARANTI,pnl,Duran Varlıklar Değer Düşüş Giderleri,2025/06,0
GARANTI,pnl,Sermaye Piyasası İşlemleri Zararı,2026/06,0
GARANTI,pnl,Sermaye Piyasası İşlemleri Zararı,2025/06,0
GARANTI,pnl,Türev Finansal İşlemlerden Zarar,2026/06,0
GARANTI,pnl,Türev Finansal İşlemlerden Zarar,2025/06,0
GARANTI,pnl,Kambiyo İşlemleri Zararı,2026/06,-7807
GARANTI,pnl,Kambiyo İşlemleri Zararı,2025/06,-3911
GARANTI,pnl,Diğer,2026/06,0
GARANTI,pnl,Diğer,2025/06,0
GARANTI,pnl,NET FAALİYET KARI (ZARARI),2026/06,2060477
GARANTI,pnl,NET FAALİYET KARI (ZARARI),2025/06,1090827
GARANTI,pnl,BİRLEŞME İŞLEMİ SONRASINDA GELİR OLARAK KAYDEDİLEN FAZLALIK TUTARI,2026/06,0
GARANTI,pnl,BİRLEŞME İŞLEMİ SONRASINDA GELİR OLARAK KAYDEDİLEN FAZLALIK TUTARI,2025/06,
GARANTI,pnl,ÖZKAYNAK YÖNTEMİ UYGULANAN ORTAKLIKLARDAN KAR (ZARAR),2026/06,0
GARANTI,pnl,ÖZKAYNAK YÖNTEMİ UYGULANAN ORTAKLIKLARDAN KAR (ZARAR),2025/06,
GARANTI,pnl,NET PARASAL POZİSYON KARI (ZARARI),2026/06,0
GARANTI,pnl,NET PARASAL POZİSYON KARI (ZARARI),2025/06,
GARANTI,pnl,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),2026/06,2060477
GARANTI,pnl,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),2025/06,1090827
GARANTI,pnl,SÜRDÜRÜLEN FAALİYETLER VERGİ KARŞILIĞI (+/-),2026/06,-605293
GARANTI,pnl,SÜRDÜRÜLEN FAALİYETLER VERGİ KARŞILIĞI (+/-),2025/06,-318074
GARANTI,pnl,Cari Vergi Karşılığı,2026/06,-602203
GARANTI,pnl,Cari Vergi Karşılığı,2025/06,-321333
GARANTI,pnl,Ertelenmiş Vergi Gider Etkisi,2026/06,-21550
GARANTI,pnl,Ertelenmiş Vergi Gider Etkisi,2025/06,-9053
GARANTI,pnl,Ertelenmiş Vergi Gelir Etkisi,2026/06,18460
GARANTI,pnl,Ertelenmiş Vergi Gelir Etkisi,2025/06,12312
GARANTI,pnl,SÜRDÜRÜLEN FAALİYETLER DÖNEM NET KARI (ZARARI),2026/06,1455184
GARANTI,pnl,SÜRDÜRÜLEN FAALİYETLER DÖNEM NET KARI (ZARARI),2025/06,772753
GARANTI,pnl,DURDURULAN FAALİYETLERDEN GELİRLER,2026/06,0
GARANTI,pnl,DURDURULAN FAALİYETLERDEN GELİRLER,2025/06,0
GARANTI,pnl,Satış Amaçlı Elde Tutulan Duran Varlık Gelirleri,2026/06,
GARANTI,pnl,Satış Amaçlı Elde Tutulan Duran Varlık Gelirleri,2025/06,
GARANTI,pnl,"İştirak, Bağlı Ortaklık ve Birlikte Kontrol Edilen Ortaklıklar (İş Ort.) Satış Karları",2026/06,
GARANTI,pnl,"İştirak, Bağlı Ortaklık ve Birlikte Kontrol Edilen Ortaklıklar (İş Ort.) Satış Karları",2025/06,
GARANTI,pnl,Diğer Durdurulan Faaliyet Gelirleri,2026/06,
GARANTI,pnl,Diğer Durdurulan Faaliyet Gelirleri,2025/06,
GARANTI,pnl,DURDURULAN FAALİYETLERDEN GİDERLER (-),2026/06,0
GARANTI,pnl,DURDURULAN FAALİYETLERDEN GİDERLER (-),2025/06,0
GARANTI,pnl,Satış Amaçlı Elde Tutulan Duran Varlık Giderleri,2026/06,
GARANTI,pnl,Satış Amaçlı Elde Tutulan Duran Varlık Giderleri,2025/06,
GARANTI,pnl,"İştirak, Bağlı Ortaklık ve Birlikte Kontrol Edilen Ortaklıklar (İş Ort.) Satış Zararları",2026/06,
GARANTI,pnl,"İştirak, Bağlı Ortaklık ve Birlikte Kontrol Edilen Ortaklıklar (İş Ort.) Satış Zararları",2025/06,
GARANTI,pnl,Diğer Durdurulan Faaliyet Giderleri,2026/06,
GARANTI,pnl,Diğer Durdurulan Faaliyet Giderleri,2025/06,
GARANTI,pnl,DURDURULAN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),2026/06,0
GARANTI,pnl,DURDURULAN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),2025/06,0
GARANTI,pnl,DURDURULAN FAALİYETLER VERGİ KARŞILIĞI (+/-),2026/06,0
GARANTI,pnl,DURDURULAN FAALİYETLER VERGİ KARŞILIĞI (+/-),2025/06,0
GARANTI,pnl,Cari Vergi Karşılığı,2026/06,
GARANTI,pnl,Cari Vergi Karşılığı,2025/06,
GARANTI,pnl,Ertelenmiş Vergi Gider Etkisi,2026/06,
GARANTI,pnl,Ertelenmiş Vergi Gider Etkisi,2025/06,
GARANTI,pnl,Ertelenmiş Vergi Gelir Etkisi,2026/06,
GARANTI,pnl,Ertelenmiş Vergi Gelir Etkisi,2025/06,
GARANTI,pnl,DURDURULAN FAALİYETLER DÖNEM NET KARI (ZARARI),2026/06,0
GARANTI,pnl,DURDURULAN FAALİYETLER DÖNEM NET KARI (ZARARI),2025/06,0
